player_name,player_name_key,cricsheet_person_id,source_name,source_player_id,batting_style_raw,bowling_style_raw,identified_roles_raw,playing_role_raw,batting_hand,bowling_style_canonical,bowling_style_family,role_canonical,is_keeper,is_bowling_option,is_spin_option,is_pace_option,needs_manual_review,notes
PWA Mulder,pwa mulder,c96f6ac5,cricketdata::player_meta,698189,Right hand Bat,Right arm Medium,Allrounder,Allrounder,right,Right arm Medium,pace,all_rounder,false,true,false,true,false,cricsheet_id
PWH de Silva,pwh de silva,a97c8ec2,cricketdata::player_meta,784379,Right hand Bat,Legbreak,Allrounder,Allrounder,right,Legbreak,spin,all_rounder,false,true,true,false,false,cricsheet_id
Q de Kock,q de kock,372455c4,cricketdata::player_meta,379143,Left hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,left,unknown,unknown,keeper_batter,true,false,false,false,false,cricsheet_id
R Ashwin,r ashwin,495d42a5,cricketdata::player_meta,26421,Right hand Bat,Right arm Offbreak,Bowling Allrounder,Bowling Allrounder,right,Right arm Offbreak,spin,bowling_all_rounder,false,true,true,false,false,cricsheet_id
R Bhatia,r bhatia,33a364a6,cricketdata::player_meta,26907,Right hand Bat,Right arm Medium fast,Allrounder,Allrounder,right,Right arm Medium fast,pace,all_rounder,false,true,false,true,false,cricsheet_id
R Bishnoi,r bishnoi,4d5a1617,cricketdata::player_meta,236766,Right hand Bat,Right arm Medium fast,Middle order Batter,Middle order Batter,right,Right arm Medium fast,pace,batter,false,true,false,true,false,cricsheet_id
R Dhawan,r dhawan,26a85969,cricketdata::player_meta,290727,Right hand Bat,Right arm Medium fast,Allrounder,Allrounder,right,Right arm Medium fast,pace,all_rounder,false,true,false,true,false,cricsheet_id
R Dravid,r dravid,0184dc35,cricketdata::player_meta,28114,Right hand Bat,Right arm Offbreak,Top order Batter,Top order Batter,right,Right arm Offbreak,spin,batter,false,true,true,false,false,cricsheet_id
R Goyal,r goyal,266849c1,cricketdata::player_meta,1350770,Left hand Bat,Left arm Wrist spin,Bowler,Bowler,left,Left arm Wrist spin,spin,bowler,false,true,true,false,false,cricsheet_id
R McLaren,r mclaren,c654af19,cricketdata::player_meta,46393,Left hand Bat,Right arm Medium fast,Allrounder,Allrounder,left,Right arm Medium fast,pace,all_rounder,false,true,false,true,false,cricsheet_id
R Ninan,r ninan,ce4cc4d5,cricketdata::player_meta,353669,Right hand Bat,Right arm Offbreak,Allrounder,Allrounder,right,Right arm Offbreak,spin,all_rounder,false,true,true,false,false,cricsheet_id
R Pandit,r pandit,8a604384,cricketdata::player_meta,537232,,,,,unknown,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
R Parag,r parag,04a418e8,cricketdata::player_meta,1079434,Right hand Bat,Legbreak,Top order Batter,Top order Batter,right,Legbreak,spin,batter,false,true,true,false,false,cricsheet_id
R Powell,r powell,650d5e49,cricketdata::player_meta,820351,Right hand Bat,Right arm Medium fast,Middle order Batter,Middle order Batter,right,Right arm Medium fast,pace,batter,false,true,false,true,false,cricsheet_id
R Rajesh Kannan,r rajesh kannan,c9062c3e,cricketdata::player_meta,33208,Right-hand bat,Right-arm offbreak,,,right,Right-arm offbreak,spin,unknown,false,true,true,false,false,cricsheet_id
R Rampaul,r rampaul,d68e7f48,cricketdata::player_meta,52912,Left hand Bat,Right arm Fast medium,Bowler,Bowler,left,Right arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
R Ravindra,r ravindra,ba5e1069,cricketdata::player_meta,959767,Left hand Bat,Slow Left arm Orthodox,Batting Allrounder,Batting Allrounder,left,Slow Left arm Orthodox,spin,batting_all_rounder,false,true,true,false,false,cricsheet_id
R Risodkar,r risodkar,3de870ce,cricketdata::player_meta,33176,,,,,unknown,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
R Sai Kishore,r sai kishore,c7a995d3,cricketdata::player_meta,1048739,Left hand Bat,Slow Left arm Orthodox,Bowler,Bowler,left,Slow Left arm Orthodox,spin,bowler,false,true,true,false,false,cricsheet_id
R Sanjay Yadav,r sanjay yadav,33ffc3dd,cricketdata::player_meta,1048841,Left hand Bat,Slow Left arm Orthodox,Allrounder,Allrounder,left,Slow Left arm Orthodox,spin,all_rounder,false,true,true,false,false,cricsheet_id
R Sathish,r sathish,626c5379,cricketdata::player_meta,33870,Right hand Bat,Right arm Medium,Allrounder,Allrounder,right,Right arm Medium,pace,all_rounder,false,true,false,true,false,cricsheet_id
R Seth,r seth,540a44ba,cricketdata::player_meta,34621,Right hand Bat,Right arm Fast medium,,,right,Right arm Fast medium,pace,unknown,false,true,false,true,false,cricsheet_id
R Shankar,r shankar,82f0b62e,cricketdata::player_meta,277744,,,,,unknown,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
R Sharma,r sharma,5d9a1a73,cricketdata::player_meta,272994,Right hand Bat,Legbreak Googly,Bowler,Bowler,right,Legbreak Googly,spin,bowler,false,true,true,false,false,cricsheet_id
R Shepherd,r shepherd,c5aef772,cricketdata::player_meta,677077,Right hand Bat,Right arm Fast medium,Bowling Allrounder,Bowling Allrounder,right,Right arm Fast medium,pace,bowling_all_rounder,false,true,false,true,false,cricsheet_id
R Shukla,r shukla,de4b0555,cricketdata::player_meta,390547,Right hand Bat,Right arm Medium,Bowler,Bowler,right,Right arm Medium,pace,bowler,false,true,false,true,false,cricsheet_id
R Subramanian,r subramanian,7c32b886,cricketdata::player_meta,34132,,,,,unknown,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
R Tewatia,r tewatia,39a2dfa8,cricketdata::player_meta,423838,Left hand Bat,Legbreak,Bowling Allrounder,Bowling Allrounder,left,Legbreak,spin,bowling_all_rounder,false,true,true,false,false,cricsheet_id
R Vinay Kumar,r vinay kumar,41eb4a4f,cricketdata::player_meta,35731,Right hand Bat,Right arm Medium,Bowler,Bowler,right,Right arm Medium,pace,bowler,false,true,false,true,false,cricsheet_id
RA Bawa,ra bawa,ba6b2f91,cricketdata::player_meta,1292502,Left hand Bat,Right arm Medium fast,Allrounder,Allrounder,left,Right arm Medium fast,pace,all_rounder,false,true,false,true,false,cricsheet_id
RA Jadeja,ra jadeja,fe93fd9d,cricketdata::player_meta,234675,Left hand Bat,Slow Left arm Orthodox,Allrounder,Allrounder,left,Slow Left arm Orthodox,spin,all_rounder,false,true,true,false,false,cricsheet_id
RA Shaikh,ra shaikh,7c390b03,cricketdata::player_meta,279460,Left hand Bat,Left arm Medium,,,left,Left arm Medium,pace,unknown,false,true,false,true,false,cricsheet_id
RA Tripathi,ra tripathi,77255a9e,cricketdata::player_meta,446763,Right hand Bat,Right arm Medium,Top order Batter,Top order Batter,right,Right arm Medium,pace,batter,false,true,false,true,false,cricsheet_id
Rahmanullah Gurbaz,rahmanullah gurbaz,0bacade8,cricketdata::player_meta,974087,Right hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,right,unknown,unknown,keeper_batter,true,false,false,false,false,cricsheet_id
Raju Mukherjee,raju mukherjee,7a3244b5,cricketdata::player_meta,31727,Right hand Bat,,,,right,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
Ramandeep Singh,ramandeep singh,be24ead0,cricketdata::player_meta,1079470,Right hand Bat,Right arm Medium,Middle order Batter,Middle order Batter,right,Right arm Medium,pace,batter,false,true,false,true,false,cricsheet_id
Rashid Khan,rashid khan,5f547c8b,cricketdata::player_meta,793463,Right hand Bat,Legbreak Googly,Bowling Allrounder,Bowling Allrounder,right,Legbreak Googly,spin,bowling_all_rounder,false,true,true,false,false,cricsheet_id
Rasikh Salam,rasikh salam,b8527c3d,cricketdata::player_meta,1161489,Right hand Bat,Right arm Medium,Bowler,Bowler,right,Right arm Medium,pace,bowler,false,true,false,true,false,cricsheet_id
Ravi Bishnoi,ravi bishnoi,df064e1a,cricketdata::player_meta,1175441,Right hand Bat,Legbreak Googly,Bowler,Bowler,right,Legbreak Googly,spin,bowler,false,true,true,false,false,cricsheet_id
RB Richardson,rb richardson,410e2f12,cricketdata::player_meta,52810,Right hand Bat,Right arm Medium,Batter,Batter,right,Right arm Medium,pace,batter,false,true,false,true,false,cricsheet_id
RB Tiffin,rb tiffin,89087a0d,cricketdata::player_meta,55795,Right hand Bat,,,,right,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
RD Chahar,rd chahar,2ed569a0,cricketdata::player_meta,1064812,Right hand Bat,Legbreak Googly,Bowler,Bowler,right,Legbreak Googly,spin,bowler,false,true,true,false,false,cricsheet_id
RD Gaikwad,rd gaikwad,45a43fe2,cricketdata::player_meta,1060380,Right hand Bat,Right arm Offbreak,Batter,Batter,right,Right arm Offbreak,spin,batter,false,true,true,false,false,cricsheet_id
RD Rickelton,rd rickelton,e66732f8,cricketdata::player_meta,605661,Left hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,left,unknown,unknown,keeper_batter,true,false,false,false,false,cricsheet_id
RE Koertzen,re koertzen,0265fab2,cricketdata::player_meta,45830,,,,,unknown,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
RE Levi,re levi,18c78b11,cricketdata::player_meta,46148,Right hand Bat,Right arm Medium,Opening Batter,Opening Batter,right,Right arm Medium,pace,batter,false,true,false,true,false,cricsheet_id
RE van der Merwe,re van der merwe,05c2ca46,cricketdata::player_meta,47850,Right hand Bat,Slow Left arm Orthodox,Allrounder,Allrounder,right,Slow Left arm Orthodox,spin,all_rounder,false,true,true,false,false,cricsheet_id
RG More,rg more,b2b23612,cricketdata::player_meta,424219,Right hand Bat,Right arm Medium,Bowler,Bowler,right,Right arm Medium,pace,bowler,false,true,false,true,false,cricsheet_id
RG Sharma,rg sharma,740742ef,cricketdata::player_meta,34102,Right hand Bat,Right arm Offbreak,Top order Batter,Top order Batter,right,Right arm Offbreak,spin,batter,false,true,true,false,false,cricsheet_id
RJ Gleeson,rj gleeson,402f8494,cricketdata::player_meta,473191,Right hand Bat,Right arm Fast medium,Bowler,Bowler,right,Right arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
RJ Harris,rj harris,12eddf28,cricketdata::player_meta,5779,Right hand Bat,Right arm Fast,Bowler,Bowler,right,Right arm Fast,pace,bowler,false,true,false,true,false,cricsheet_id
RJ Peterson,rj peterson,26ff4c29,cricketdata::player_meta,46750,Left hand Bat,Slow Left arm Orthodox,Bowler,Bowler,left,Slow Left arm Orthodox,spin,bowler,false,true,true,false,false,cricsheet_id
RJ Quiney,rj quiney,23ac69e6,cricketdata::player_meta,211854,Left hand Bat,Right arm Medium,Batter,Batter,left,Right arm Medium,pace,batter,false,true,false,true,false,cricsheet_id
RJ Tucker,rj tucker,38810cfc,cricketdata::player_meta,7986,Left hand Bat,Right arm Medium,,,left,Right arm Medium,pace,unknown,false,true,false,true,false,cricsheet_id
RJW Topley,rjw topley,8db7f47f,cricketdata::player_meta,461632,Right hand Bat,Left arm Fast medium,Bowler,Bowler,right,Left arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
RK Bhui,rk bhui,b63e358a,cricketdata::player_meta,642531,Right hand Bat,Legbreak Googly,Top order Batter,Top order Batter,right,Legbreak Googly,spin,batter,false,true,true,false,false,cricsheet_id
RK Illingworth,rk illingworth,20672246,cricketdata::player_meta,15383,Right hand Bat,Slow Left arm Orthodox,Bowler,Bowler,right,Slow Left arm Orthodox,spin,bowler,false,true,true,false,false,cricsheet_id
RK Singh,rk singh,0a509d6b,cricketdata::player_meta,723105,Left hand Bat,Right arm Offbreak,Middle order Batter,Middle order Batter,left,Right arm Offbreak,spin,batter,false,true,true,false,false,cricsheet_id
RM Deshpande,rm deshpande,7d2a4250,cricketdata::player_meta,262599,,,,,unknown,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
RM Patidar,rm patidar,c740ea83,cricketdata::player_meta,823703,Right hand Bat,Right arm Offbreak,Top order Batter,Top order Batter,right,Right arm Offbreak,spin,batter,false,true,true,false,false,cricsheet_id
RN ten Doeschate,rn ten doeschate,4ec07775,cricketdata::player_meta,47660,Right hand Bat,Right arm Medium fast,Allrounder,Allrounder,right,Right arm Medium fast,pace,all_rounder,false,true,false,true,false,cricsheet_id
RP Meredith,rp meredith,64775749,cricketdata::player_meta,961713,Right hand Bat,Right arm Fast,Bowler,Bowler,right,Right arm Fast,pace,bowler,false,true,false,true,false,cricsheet_id
RP Singh,rp singh,c3d1402f,cricketdata::player_meta,35280,Right hand Bat,Left arm Fast medium,Bowler,Bowler,right,Left arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
RR Bhatkal,rr bhatkal,7d3720ba,cricketdata::player_meta,27150,Right hand Bat,Right arm Medium,Allrounder,Allrounder,right,Right arm Medium,pace,all_rounder,false,true,false,true,false,cricsheet_id
RR Bose,rr bose,21ac077a,cricketdata::player_meta,27572,Right hand Bat,Right arm Fast medium,,,right,Right arm Fast medium,pace,unknown,false,true,false,true,false,cricsheet_id
RR Jadeja,rr jadeja,053de19b,cricketdata::player_meta,29831,Right hand Bat,Right arm Fast medium,,,right,Right arm Fast medium,pace,unknown,false,true,false,true,false,cricsheet_id
RR Pant,rr pant,919a3be2,cricketdata::player_meta,931581,Left hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,left,unknown,unknown,keeper_batter,true,false,false,false,false,cricsheet_id
RR Powar,rr powar,5d096f3d,cricketdata::player_meta,32391,Right hand Bat,Right arm Offbreak,Bowler,Bowler,right,Right arm Offbreak,spin,bowler,false,true,true,false,false,cricsheet_id
RR Raje,rr raje,5f4e9e8f,cricketdata::player_meta,290713,Right hand Bat,Right arm Fast medium,,,right,Right arm Fast medium,pace,unknown,false,true,false,true,false,cricsheet_id
RR Rossouw,rr rossouw,cad00a4d,cricketdata::player_meta,318845,Left hand Bat,Right arm Offbreak,Top order Batter,Top order Batter,left,Right arm Offbreak,spin,batter,false,true,true,false,false,cricsheet_id
RR Sarwan,rr sarwan,36d33dd0,cricketdata::player_meta,52969,Right hand Bat,Legbreak,Batter,Batter,right,Legbreak,spin,batter,false,true,true,false,false,cricsheet_id
RS Bopara,rs bopara,7ca5e05d,cricketdata::player_meta,10582,Right hand Bat,Right arm Medium,Batting Allrounder,Batting Allrounder,right,Right arm Medium,pace,batting_all_rounder,false,true,false,true,false,cricsheet_id
RS Gavaskar,rs gavaskar,9ff100a6,cricketdata::player_meta,28792,Left hand Bat,Slow Left arm Orthodox,,,left,Slow Left arm Orthodox,spin,unknown,false,true,true,false,false,cricsheet_id
RS Hangargekar,rs hangargekar,c3c92b42,cricketdata::player_meta,1175429,Right hand Bat,Right arm Medium,Bowling Allrounder,Bowling Allrounder,right,Right arm Medium,pace,bowling_all_rounder,false,true,false,true,false,cricsheet_id
RS Madugalle,rs madugalle,766b5798,cricketdata::player_meta,49623,Right hand Bat,Right arm Offbreak,Middle order Batter,Middle order Batter,right,Right arm Offbreak,spin,batter,false,true,true,false,false,cricsheet_id
RS Mahanama,rs mahanama,57910393,cricketdata::player_meta,49626,Right hand Bat,,Batter,Batter,right,unknown,unknown,batter,false,false,false,false,false,cricsheet_id
RS Sodhi,rs sodhi,a3ecf01f,cricketdata::player_meta,34078,Right hand Bat,Right arm Medium,,,right,Right arm Medium,pace,unknown,false,true,false,true,false,cricsheet_id
RT Ponting,rt ponting,7d415ea5,cricketdata::player_meta,7133,Right hand Bat,Right arm Medium,Top order Batter,Top order Batter,right,Right arm Medium,pace,batter,false,true,false,true,false,cricsheet_id
RV Gomez,rv gomez,b2570b38,cricketdata::player_meta,28846,Right hand Bat,Right arm Medium,Allrounder,Allrounder,right,Right arm Medium,pace,all_rounder,false,true,false,true,false,cricsheet_id
RV Patel,rv patel,60500956,cricketdata::player_meta,1201520,Right hand Bat,Right arm Medium fast,Middle order Batter,Middle order Batter,right,Right arm Medium fast,pace,batter,false,true,false,true,false,cricsheet_id
RV Pawar,rv pawar,c9d33ef5,cricketdata::player_meta,32305,Left hand Bat,Slow Left arm Orthodox,Bowler,Bowler,left,Slow Left arm Orthodox,spin,bowler,false,true,true,false,false,cricsheet_id
RV Uthappa,rv uthappa,1c17e270,cricketdata::player_meta,35582,Right hand Bat,Right arm Medium,Batter,Batter,right,Right arm Medium,pace,batter,false,true,false,true,false,cricsheet_id
RW Price,rw price,67af6f81,cricketdata::player_meta,55698,Right hand Bat,Slow Left arm Orthodox,Bowler,Bowler,right,Slow Left arm Orthodox,spin,bowler,false,true,true,false,false,cricsheet_id
S Anirudha,s anirudha,95a2ea61,cricketdata::player_meta,26798,Right hand Bat,,Top order Batter,Top order Batter,right,unknown,unknown,batter,false,false,false,false,false,cricsheet_id
S Aravind,s aravind,957532de,cricketdata::player_meta,290632,Left hand Bat,Left arm Medium fast,Bowler,Bowler,left,Left arm Medium fast,pace,bowler,false,true,false,true,false,cricsheet_id
S Asnani,s asnani,b04524bc,cricketdata::player_meta,26314,,,,,unknown,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
S Badree,s badree,76388dc8,cricketdata::player_meta,51433,Right hand Bat,Legbreak,Bowler,Bowler,right,Legbreak,spin,bowler,false,true,true,false,false,cricsheet_id
S Badrinath,s badrinath,3576e47e,cricketdata::player_meta,26806,Right hand Bat,Right arm Offbreak,Middle order Batter,Middle order Batter,right,Right arm Offbreak,spin,batter,false,true,true,false,false,cricsheet_id
S Banerjee,s banerjee,abde8fb9,cricketdata::player_meta,26854,,,,,unknown,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
S Chanderpaul,s chanderpaul,881a9bdd,cricketdata::player_meta,51469,Left hand Bat,Legbreak,Batter,Batter,left,Legbreak,spin,batter,false,true,true,false,false,cricsheet_id
S Chaturvedi,s chaturvedi,c8ec02e1,cricketdata::player_meta,27791,Right hand Bat,,,,right,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
S Das,s das,475e38b6,cricketdata::player_meta,515928,,,,,unknown,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
S Dhawan,s dhawan,0a476045,cricketdata::player_meta,28235,Left hand Bat,Right arm Offbreak,Opening Batter,Opening Batter,left,Right arm Offbreak,spin,batter,false,true,true,false,false,cricsheet_id
S Dua,s dua,f1375866,cricketdata::player_meta,28115,,,,,unknown,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
S Dube,s dube,a4e37e47,cricketdata::player_meta,714451,Left hand Bat,Right arm Medium,Allrounder,Allrounder,left,Right arm Medium,pace,all_rounder,false,true,false,true,false,cricsheet_id
S George,s george,6d9e5a54,cricketdata::player_meta,45389,,,,,unknown,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
S Gopal,s gopal,7a8bd078,cricketdata::player_meta,344580,Right hand Bat,Legbreak,Allrounder,Allrounder,right,Legbreak,spin,all_rounder,false,true,true,false,false,cricsheet_id
