player_name,player_name_key,cricsheet_person_id,source_name,source_player_id,batting_style_raw,bowling_style_raw,identified_roles_raw,playing_role_raw,batting_hand,bowling_style_canonical,bowling_style_family,role_canonical,is_keeper,is_bowling_option,is_spin_option,is_pace_option,needs_manual_review,notes
S Ladda,s ladda,fb693839,cricketdata::player_meta,317292,Right hand Bat,Legbreak,Bowler,Bowler,right,Legbreak,spin,bowler,false,true,true,false,false,cricsheet_id
S Lamichhane,s lamichhane,b410bd3d,cricketdata::player_meta,960361,Right hand Bat,Legbreak Googly,Bowler,Bowler,right,Legbreak Googly,spin,bowler,false,true,true,false,false,cricsheet_id
S Midhun,s midhun,ade90de7,cricketdata::player_meta,1131619,Right hand Bat,Legbreak Googly,Bowler,Bowler,right,Legbreak Googly,spin,bowler,false,true,true,false,false,cricsheet_id
S Nadeem,s nadeem,9d80c5e1,cricketdata::player_meta,31872,Right hand Bat,Slow Left arm Orthodox,Bowler,Bowler,right,Slow Left arm Orthodox,spin,bowler,false,true,true,false,false,cricsheet_id
S Narwal,s narwal,287686fd,cricketdata::player_meta,32084,Left hand Bat,Right arm Medium,Allrounder,Allrounder,left,Right arm Medium,pace,all_rounder,false,true,false,true,false,cricsheet_id
S Rana,s rana,90edaaa9,cricketdata::player_meta,33757,Right hand Bat,Right arm Medium fast,Bowler,Bowler,right,Right arm Medium fast,pace,bowler,false,true,false,true,false,cricsheet_id
S Randiv,s randiv,f5f18a18,cricketdata::player_meta,50438,Right hand Bat,Right arm Offbreak,Bowler,Bowler,right,Right arm Offbreak,spin,bowler,false,true,true,false,false,cricsheet_id
S Ravi,s ravi,9b9ee0df,cricketdata::player_meta,33135,,,,,unknown,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
S Sandeep Warrier,s sandeep warrier,cdc6bdba,cricketdata::player_meta,592735,Right hand Bat,Right arm Medium,Bowler,Bowler,right,Right arm Medium,pace,bowler,false,true,false,true,false,cricsheet_id
S Sohal,s sohal,3fca55af,cricketdata::player_meta,228943,Right hand Bat,Legbreak,Batter,Batter,right,Legbreak,spin,batter,false,true,true,false,false,cricsheet_id
S Sreesanth,s sreesanth,6b8eb6e5,cricketdata::player_meta,34274,Right hand Bat,Right arm Fast medium,Bowler,Bowler,right,Right arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
S Sriram,s sriram,64a4c383,cricketdata::player_meta,34118,Left hand Bat,Slow Left arm Orthodox,Middle order Batter,Middle order Batter,left,Slow Left arm Orthodox,spin,batter,false,true,true,false,false,cricsheet_id
S Tyagi,s tyagi,c24a2c5d,cricketdata::player_meta,317784,Right hand Bat,Right arm Medium,Bowler,Bowler,right,Right arm Medium,pace,bowler,false,true,false,true,false,cricsheet_id
S Venkataraghavan,s venkataraghavan,12453319,cricketdata::player_meta,35656,Right hand Bat,Right arm Offbreak,Bowler,Bowler,right,Right arm Offbreak,spin,bowler,false,true,true,false,false,cricsheet_id
S Vidyut,s vidyut,756389bd,cricketdata::player_meta,35619,Left hand Bat,Slow Left arm Orthodox,Batting Allrounder,Batting Allrounder,left,Slow Left arm Orthodox,spin,batting_all_rounder,false,true,true,false,false,cricsheet_id
SA Abbott,sa abbott,1a2676c5,cricketdata::player_meta,398666,Right hand Bat,Right arm Fast medium,Allrounder,Allrounder,right,Right arm Fast medium,pace,all_rounder,false,true,false,true,false,cricsheet_id
SA Asnodkar,sa asnodkar,ae091d39,cricketdata::player_meta,26782,Right hand Bat,Right arm Offbreak,Batter,Batter,right,Right arm Offbreak,spin,batter,false,true,true,false,false,cricsheet_id
SA Satbhai,sa satbhai,1b80ebeb,cricketdata::player_meta,35294,Right hand Bat,,,,right,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
SA Yadav,sa yadav,271f83cd,cricketdata::player_meta,446507,Right hand Bat,"Right arm Medium, Right arm Offbreak",Batter,Batter,right,"Right arm Medium, Right arm Offbreak",spin,batter,false,true,true,false,false,cricsheet_id
Sachin Baby,sachin baby,dc9dd038,cricketdata::player_meta,432783,Left hand Bat,Right arm Offbreak,Batter,Batter,left,Right arm Offbreak,spin,batter,false,true,true,false,false,cricsheet_id
Sakib Hussain,sakib hussain,280fff14,cricketdata::player_meta,1340422,Right hand Bat,Right arm Medium,,,right,Right arm Medium,pace,unknown,false,true,false,true,false,cricsheet_id
Salman Butt,salman butt,4d6d6280,cricketdata::player_meta,42683,Left hand Bat,Right arm Offbreak,Batter,Batter,left,Right arm Offbreak,spin,batter,false,true,true,false,false,cricsheet_id
Sameer Rizvi,sameer rizvi,f89d3b11,cricketdata::player_meta,1175489,Right hand Bat,Right arm Offbreak,,,right,Right arm Offbreak,spin,unknown,false,true,true,false,false,cricsheet_id
Sandeep Sharma,sandeep sharma,ce820073,cricketdata::player_meta,438362,Right hand Bat,Right arm Medium,Bowler,Bowler,right,Right arm Medium,pace,bowler,false,true,false,true,false,cricsheet_id
Sanjay Verma,sanjay verma,bc19a37f,cricketdata::player_meta,35807,Right hand Bat,Right arm Offbreak,,,right,Right arm Offbreak,spin,unknown,false,true,true,false,false,cricsheet_id
Sanvir Singh,sanvir singh,b0f2baf4,cricketdata::player_meta,1132219,Right hand Bat,Right arm Medium,Allrounder,Allrounder,right,Right arm Medium,pace,all_rounder,false,true,false,true,false,cricsheet_id
Saurav Chauhan,saurav chauhan,9e7225b0,cricketdata::player_meta,1287369,Left hand Bat,Right arm Offbreak,,,left,Right arm Offbreak,spin,unknown,false,true,true,false,false,cricsheet_id
SB Bangar,sb bangar,0604ef16,cricketdata::player_meta,27225,Right hand Bat,Right arm Medium fast,,,right,Right arm Medium fast,pace,unknown,false,true,false,true,false,cricsheet_id
SB Dubey,sb dubey,6b2ff18f,cricketdata::player_meta,1252585,Left hand Bat,Right arm Offbreak,Middle order Batter,Middle order Batter,left,Right arm Offbreak,spin,batter,false,true,true,false,false,cricsheet_id
SB Jakati,sb jakati,c8179c68,cricketdata::player_meta,29655,Left hand Bat,Slow Left arm Orthodox,Bowler,Bowler,left,Slow Left arm Orthodox,spin,bowler,false,true,true,false,false,cricsheet_id
SB Joshi,sb joshi,670709ec,cricketdata::player_meta,29725,Left hand Bat,Slow Left arm Orthodox,Allrounder,Allrounder,left,Slow Left arm Orthodox,spin,all_rounder,false,true,true,false,false,cricsheet_id
SB Styris,sb styris,57efa3be,cricketdata::player_meta,38407,Right hand Bat,Right arm Medium,Allrounder,Allrounder,right,Right arm Medium,pace,all_rounder,false,true,false,true,false,cricsheet_id
SB Wagh,sb wagh,dddca1d6,cricketdata::player_meta,279552,Left hand Bat,Left arm Medium fast,Allrounder,Allrounder,left,Left arm Medium fast,pace,all_rounder,false,true,false,true,false,cricsheet_id
SC Ganguly,sc ganguly,725529bc,cricketdata::player_meta,28779,Left hand Bat,Right arm Medium,Batter,Batter,left,Right arm Medium,pace,batter,false,true,false,true,false,cricsheet_id
SC Kuggeleijn,sc kuggeleijn,fef92afc,cricketdata::player_meta,539548,Right hand Bat,Right arm Fast medium,Bowling Allrounder,Bowling Allrounder,right,Right arm Fast medium,pace,bowling_all_rounder,false,true,false,true,false,cricsheet_id
SD Chitnis,sd chitnis,facb9086,cricketdata::player_meta,337916,Right hand Bat,Right arm Offbreak,Batter,Batter,right,Right arm Offbreak,spin,batter,false,true,true,false,false,cricsheet_id
SD Fry,sd fry,6b725ed1,cricketdata::player_meta,5341,,,,,unknown,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
SD Hope,sd hope,1fc6ef83,cricketdata::player_meta,581379,Right hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,right,unknown,unknown,keeper_batter,true,false,false,false,false,cricsheet_id
SD Lad,sd lad,9601c534,cricketdata::player_meta,422342,Right hand Bat,Right arm Offbreak,Middle order Batter,Middle order Batter,right,Right arm Offbreak,spin,batter,false,true,true,false,false,cricsheet_id
SD Ranade,sd ranade,369c85c1,cricketdata::player_meta,33079,,,,,unknown,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
SE Bond,se bond,4f629497,cricketdata::player_meta,36326,Right hand Bat,Right arm Fast,Bowler,Bowler,right,Right arm Fast,pace,bowler,false,true,false,true,false,cricsheet_id
SE Marsh,se marsh,508a1ea7,cricketdata::player_meta,6683,Left hand Bat,Slow Left arm Orthodox,Top order Batter,Top order Batter,left,Slow Left arm Orthodox,spin,batter,false,true,true,false,false,cricsheet_id
SE Rutherford,se rutherford,d014d5ac,cricketdata::player_meta,914541,Left hand Bat,Right arm Fast medium,Middle order Batter,Middle order Batter,left,Right arm Fast medium,pace,batter,false,true,false,true,false,cricsheet_id
Sediqullah Atal,sediqullah atal,3c28853f,cricketdata::player_meta,1161050,Left hand Bat,,Opening Batter,Opening Batter,left,unknown,unknown,batter,false,false,false,false,false,cricsheet_id
SH Johnson,sh johnson,83c3e8e3,cricketdata::player_meta,1123718,Left hand Bat,Left arm Fast medium,Bowler,Bowler,left,Left arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
Shahbaz Ahmed,shahbaz ahmed,f9e6e7ef,cricketdata::player_meta,1159711,Left hand Bat,Slow Left arm Orthodox,Allrounder,Allrounder,left,Slow Left arm Orthodox,spin,all_rounder,false,true,true,false,false,cricsheet_id
Shahid Afridi,shahid afridi,0dc00542,cricketdata::player_meta,42639,Right hand Bat,Legbreak Googly,Allrounder,Allrounder,right,Legbreak Googly,spin,all_rounder,false,true,true,false,false,cricsheet_id
Shakib Al Hasan,shakib al hasan,7dc35884,cricketdata::player_meta,56143,Left hand Bat,Slow Left arm Orthodox,Allrounder,Allrounder,left,Slow Left arm Orthodox,spin,all_rounder,false,true,true,false,false,cricsheet_id
Shakti Singh,shakti singh,eb90d319,cricketdata::player_meta,33922,Right hand Bat,Right arm Medium,,,right,Right arm Medium,pace,unknown,false,true,false,true,false,cricsheet_id
Shashank Singh,shashank singh,26989d80,cricketdata::player_meta,377534,Right hand Bat,"Right arm Medium, Right arm Offbreak",Batting Allrounder,Batting Allrounder,right,"Right arm Medium, Right arm Offbreak",spin,batting_all_rounder,false,true,true,false,false,cricsheet_id
Shivam Mavi,shivam mavi,c38d3503,cricketdata::player_meta,1079848,Right hand Bat,Right arm Fast medium,Bowler,Bowler,right,Right arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
Shivam Sharma,shivam sharma,6f49cc6e,cricketdata::player_meta,717201,Right hand Bat,Right arm Offbreak,,,right,Right arm Offbreak,spin,unknown,false,true,true,false,false,cricsheet_id
Shivam Singh,shivam singh,e1d9ae9c,cricketdata::player_meta,1380113,Right-hand bat,Right-arm offbreak,,,right,Right-arm offbreak,spin,unknown,false,true,true,false,false,cricsheet_id
Shoaib Ahmed,shoaib ahmed,8a668774,cricketdata::player_meta,317709,Right hand Bat,Right arm Fast medium,,,right,Right arm Fast medium,pace,unknown,false,true,false,true,false,cricsheet_id
Shoaib Akhtar,shoaib akhtar,10a91f35,cricketdata::player_meta,42655,Right hand Bat,Right arm Fast,Bowler,Bowler,right,Right arm Fast,pace,bowler,false,true,false,true,false,cricsheet_id
Shoaib Malik,shoaib malik,64c34cd0,cricketdata::player_meta,42657,Right hand Bat,Right arm Offbreak,Allrounder,Allrounder,right,Right arm Offbreak,spin,all_rounder,false,true,true,false,false,cricsheet_id
Shubman Gill,shubman gill,b4b99816,cricketdata::player_meta,1070173,Right hand Bat,Right arm Offbreak,Opening Batter,Opening Batter,right,Right arm Offbreak,spin,batter,false,true,true,false,false,cricsheet_id
Sikandar Raza,sikandar raza,26d041c4,cricketdata::player_meta,299572,Right hand Bat,Right arm Offbreak,Batting Allrounder,Batting Allrounder,right,Right arm Offbreak,spin,batting_all_rounder,false,true,true,false,false,cricsheet_id
Simarjeet Singh,simarjeet singh,30df8c66,cricketdata::player_meta,1159722,Right hand Bat,Right arm Medium fast,Bowler,Bowler,right,Right arm Medium fast,pace,bowler,false,true,false,true,false,cricsheet_id
SJ Davis,sj davis,bc71b0b2,cricketdata::player_meta,4922,,,,,unknown,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
SJ Srivastava,sj srivastava,2049f3a0,cricketdata::player_meta,34245,Right hand Bat,Left arm Fast medium,Bowler,Bowler,right,Left arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
SJA Taufel,sja taufel,4b43d5ac,cricketdata::player_meta,7918,,,,,unknown,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
SK Porel,sk porel,350a07a7,cricketdata::player_meta,32897,Right hand Bat,Right arm Fast medium,,,right,Right arm Fast medium,pace,unknown,false,true,false,true,false,cricsheet_id
SK Raina,sk raina,1dc12ab9,cricketdata::player_meta,33335,Left hand Bat,Right arm Offbreak,Middle order Batter,Middle order Batter,left,Right arm Offbreak,spin,batter,false,true,true,false,false,cricsheet_id
SK Rasheed,sk rasheed,cbf58a86,cricketdata::player_meta,1292497,Right hand Bat,Legbreak,,,right,Legbreak,spin,unknown,false,true,true,false,false,cricsheet_id
SK Tarapore,sk tarapore,62a824b4,cricketdata::player_meta,35314,Right hand Bat,Legbreak,,,right,Legbreak,spin,unknown,false,true,true,false,false,cricsheet_id
SK Trivedi,sk trivedi,3d7e087f,cricketdata::player_meta,35353,Right hand Bat,Right arm Medium,Bowler,Bowler,right,Right arm Medium,pace,bowler,false,true,false,true,false,cricsheet_id
SK Warne,sk warne,bb18be76,cricketdata::player_meta,8166,Right hand Bat,Legbreak Googly,Bowler,Bowler,right,Legbreak Googly,spin,bowler,false,true,true,false,false,cricsheet_id
SL Malinga,sl malinga,a12e1d51,cricketdata::player_meta,49758,Right hand Bat,Right arm Fast,Bowler,Bowler,right,Right arm Fast,pace,bowler,false,true,false,true,false,cricsheet_id
SL Shastri,sl shastri,53ef012d,cricketdata::player_meta,33977,Right hand Bat,Slow Left arm Orthodox,,,right,Slow Left arm Orthodox,spin,unknown,false,true,true,false,false,cricsheet_id
SM Boland,sm boland,d167edd3,cricketdata::player_meta,446548,Right hand Bat,Right arm Fast medium,Bowler,Bowler,right,Right arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
SM Curran,sm curran,e94915e6,cricketdata::player_meta,662973,Left hand Bat,Left arm Medium fast,Allrounder,Allrounder,left,Left arm Medium fast,pace,all_rounder,false,true,false,true,false,cricsheet_id
SM Harwood,sm harwood,63bff7f9,cricketdata::player_meta,5605,Right hand Bat,Right arm Fast medium,Bowler,Bowler,right,Right arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
SM Katich,sm katich,fdedb37c,cricketdata::player_meta,6128,Left hand Bat,Left arm Wrist spin,Batter,Batter,left,Left arm Wrist spin,spin,batter,false,true,true,false,false,cricsheet_id
SM Pollock,sm pollock,88fccd6c,cricketdata::player_meta,46774,Right hand Bat,Right arm Fast medium,Allrounder,Allrounder,right,Right arm Fast medium,pace,all_rounder,false,true,false,true,false,cricsheet_id
SMSM Senanayake,smsm senanayake,4c4fa80b,cricketdata::player_meta,273439,Right hand Bat,Right arm Offbreak,Bowler,Bowler,right,Right arm Offbreak,spin,bowler,false,true,true,false,false,cricsheet_id
SN Bandekar,sn bandekar,350528bb,cricketdata::player_meta,26846,,,,,unknown,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
SN Khan,sn khan,f088b960,cricketdata::player_meta,642525,Right hand Bat,Legbreak,Middle order Batter,Middle order Batter,right,Legbreak,spin,batter,false,true,true,false,false,cricsheet_id
SN Thakur,sn thakur,1abb78f8,cricketdata::player_meta,475281,Right hand Bat,Right arm Medium,Bowler,Bowler,right,Right arm Medium,pace,bowler,false,true,false,true,false,cricsheet_id
SO Hetmyer,so hetmyer,48a1d7b7,cricketdata::player_meta,670025,Left hand Bat,,Top order Batter,Top order Batter,left,unknown,unknown,batter,false,false,false,false,false,cricsheet_id
Sohail Tanvir,sohail tanvir,64d43928,cricketdata::player_meta,43265,Left hand Bat,Left arm Medium fast,Bowler,Bowler,left,Left arm Medium fast,pace,bowler,false,true,false,true,false,cricsheet_id
Sonu Yadav,sonu yadav,6ab96cc2,cricketdata::player_meta,1048867,Right hand Bat,Right arm Medium fast,Allrounder,Allrounder,right,Right arm Medium fast,pace,all_rounder,false,true,false,true,false,cricsheet_id
SP Fleming,sp fleming,eea6b7f1,cricketdata::player_meta,37000,Left hand Bat,,Top order Batter,Top order Batter,left,unknown,unknown,batter,false,false,false,false,false,cricsheet_id
SP Goswami,sp goswami,541f85c9,cricketdata::player_meta,302579,Left hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,left,unknown,unknown,keeper_batter,true,false,false,false,false,cricsheet_id
SP Jackson,sp jackson,acc1aeda,cricketdata::player_meta,237696,Right hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,right,unknown,unknown,keeper_batter,true,false,false,false,false,cricsheet_id
SP Narine,sp narine,9d430b40,cricketdata::player_meta,230558,Left hand Bat,Right arm Offbreak,Bowling Allrounder,Bowling Allrounder,left,Right arm Offbreak,spin,bowling_all_rounder,false,true,true,false,false,cricsheet_id
SPD Smith,spd smith,30a45b23,cricketdata::player_meta,267192,Right hand Bat,Legbreak Googly,Middle order Batter,Middle order Batter,right,Legbreak Googly,spin,batter,false,true,true,false,false,cricsheet_id
SR Tendulkar,sr tendulkar,d2c2b2d5,cricketdata::player_meta,35320,Right hand Bat,"Right arm Offbreak, Legbreak Googly",Top order Batter,Top order Batter,right,"Right arm Offbreak, Legbreak Googly",spin,batter,false,true,true,false,false,cricsheet_id
SR Watson,sr watson,4329fbb5,cricketdata::player_meta,8180,Right hand Bat,Right arm Fast medium,Allrounder,Allrounder,right,Right arm Fast medium,pace,all_rounder,false,true,false,true,false,cricsheet_id
SS Agarwal,ss agarwal,b51f72a5,cricketdata::player_meta,1079668,Right hand Bat,Legbreak Googly,,,right,Legbreak Googly,spin,unknown,false,true,true,false,false,cricsheet_id
SS Cottrell,ss cottrell,a1d053dd,cricketdata::player_meta,495551,Right hand Bat,Left arm Fast medium,Bowler,Bowler,right,Left arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
SS Hazare,ss hazare,166e5081,cricketdata::player_meta,29400,Right hand Bat,Legbreak Googly,,,right,Legbreak Googly,spin,unknown,false,true,true,false,false,cricsheet_id
SS Iyer,ss iyer,85ec8e33,cricketdata::player_meta,642519,Right hand Bat,"Right arm Offbreak, Legbreak Googly",Top order Batter,Top order Batter,right,"Right arm Offbreak, Legbreak Googly",spin,batter,false,true,true,false,false,cricsheet_id
SS Mundhe,ss mundhe,0af3426f,cricketdata::player_meta,279862,Right hand Bat,Right arm Medium,Allrounder,Allrounder,right,Right arm Medium,pace,all_rounder,false,true,false,true,false,cricsheet_id
SS Prabhudessai,ss prabhudessai,9385de2e,cricketdata::player_meta,1083851,Right hand Bat,Right arm Medium,Batting Allrounder,Batting Allrounder,right,Right arm Medium,pace,batting_all_rounder,false,true,false,true,false,cricsheet_id
SS Raul,ss raul,4cfdf1d0,cricketdata::player_meta,33129,Right hand Bat,Right arm Offbreak,,,right,Right arm Offbreak,spin,unknown,false,true,true,false,false,cricsheet_id
SS Sarkar,ss sarkar,caa89a48,cricketdata::player_meta,34402,Right hand Bat,Right arm Medium,Bowler,Bowler,right,Right arm Medium,pace,bowler,false,true,false,true,false,cricsheet_id
SS Shaikh,ss shaikh,5f5d3ad4,cricketdata::player_meta,377437,Right hand Bat,Right arm Medium,,,right,Right arm Medium,pace,unknown,false,true,false,true,false,cricsheet_id
SS Tiwary,ss tiwary,709b0bac,cricketdata::player_meta,35390,Left hand Bat,,Top order Batter,Top order Batter,left,unknown,unknown,batter,false,false,false,false,false,cricsheet_id
SSB Magala,ssb magala,8361e524,cricketdata::player_meta,379776,Right hand Bat,Right arm Fast medium,Bowler,Bowler,right,Right arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
ST Jayasuriya,st jayasuriya,f233bbb4,cricketdata::player_meta,49209,Left hand Bat,Slow Left arm Orthodox,Allrounder,Allrounder,left,Slow Left arm Orthodox,spin,all_rounder,false,true,true,false,false,cricsheet_id
STR Binny,str binny,bd17b45f,cricketdata::player_meta,27223,Right hand Bat,Right arm Medium,Allrounder,Allrounder,right,Right arm Medium,pace,all_rounder,false,true,false,true,false,cricsheet_id
Subhransu Senapati,subhransu senapati,0edcb652,cricketdata::player_meta,1059577,Right hand Bat,Right arm Medium,Top order Batter,Top order Batter,right,Right arm Medium,pace,batter,false,true,false,true,false,cricsheet_id
Subroto Das,subroto das,e66066be,cricketdata::player_meta,28318,Right hand Bat,,,,right,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
Sumit Kumar,sumit kumar,8998a68f,cricketdata::player_meta,1159734,Right hand Bat,Right arm Medium fast,Allrounder,Allrounder,right,Right arm Medium fast,pace,all_rounder,false,true,false,true,false,cricsheet_id
Sunny Gupta,sunny gupta,ee3dfa89,cricketdata::player_meta,271315,Right hand Bat,Right arm Offbreak,,,right,Right arm Offbreak,spin,unknown,false,true,true,false,false,cricsheet_id
Sunny Singh,sunny singh,30e37810,cricketdata::player_meta,35282,Right hand Bat,Right arm Medium fast,Batter,Batter,right,Right arm Medium fast,pace,batter,false,true,false,true,false,cricsheet_id
Suryansh Shedge,suryansh shedge,970ddd24,cricketdata::player_meta,1339698,Right hand Bat,,,,right,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
Suyash Sharma,suyash sharma,9440ef41,cricketdata::player_meta,1350792,Right hand Bat,Legbreak Googly,Bowler,Bowler,right,Legbreak Googly,spin,bowler,false,true,true,false,false,cricsheet_id
SV Samson,sv samson,a4cc73aa,cricketdata::player_meta,425943,Right hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,right,unknown,unknown,keeper_batter,true,false,false,false,false,cricsheet_id
SW Billings,sw billings,c16d4035,cricketdata::player_meta,297628,Right hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,right,unknown,unknown,keeper_batter,true,false,false,false,false,cricsheet_id
SW Tait,sw tait,addfb70e,cricketdata::player_meta,8076,Right hand Bat,Right arm Fast,Bowler,Bowler,right,Right arm Fast,pace,bowler,false,true,false,true,false,cricsheet_id
Swapnil Singh,swapnil singh,983f2f61,cricketdata::player_meta,232292,Right hand Bat,Slow Left arm Orthodox,Bowler,Bowler,right,Slow Left arm Orthodox,spin,bowler,false,true,true,false,false,cricsheet_id
SZ Mulani,sz mulani,9d704f6f,cricketdata::player_meta,1131607,Left hand Bat,Slow Left arm Orthodox,Allrounder,Allrounder,left,Slow Left arm Orthodox,spin,all_rounder,false,true,true,false,false,cricsheet_id
T Banton,t banton,25f7b7d6,cricketdata::player_meta,877051,Right hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,right,unknown,unknown,keeper_batter,true,false,false,false,false,cricsheet_id
T Henderson,t henderson,0a4ebc61,cricketdata::player_meta,45434,Right hand Bat,Right arm Fast medium,Bowler,Bowler,right,Right arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
T Kohler-Cadmore,t kohlercadmore,f836b33d,cricketdata::player_meta,470633,Right hand Bat,Right arm Offbreak,Batter,Batter,right,Right arm Offbreak,spin,batter,false,true,true,false,false,cricsheet_id
T Kohli,t kohli,40caa465,cricketdata::player_meta,331855,Right hand Bat,Right arm Medium,Top order Batter,Top order Batter,right,Right arm Medium,pace,batter,false,true,false,true,false,cricsheet_id
T Mishra,t mishra,c9cac448,cricketdata::player_meta,24790,Right hand Bat,Right arm Fast medium,Middle order Batter,Middle order Batter,right,Right arm Fast medium,pace,batter,false,true,false,true,false,cricsheet_id
T Natarajan,t natarajan,ce794613,cricketdata::player_meta,802575,Left hand Bat,Left arm Medium,Bowler,Bowler,left,Left arm Medium,pace,bowler,false,true,false,true,false,cricsheet_id
T Shamsi,t shamsi,a03bba42,cricketdata::player_meta,379145,Right hand Bat,Left arm Wrist spin,Bowler,Bowler,right,Left arm Wrist spin,spin,bowler,false,true,true,false,false,cricsheet_id
T Stubbs,t stubbs,85b3fab2,cricketdata::player_meta,595978,Right hand Bat,Right arm Offbreak,Wicketkeeper Batter,Wicketkeeper Batter,right,Right arm Offbreak,spin,keeper_batter,true,true,true,false,false,cricsheet_id
T Taibu,t taibu,75de770f,cricketdata::player_meta,55805,Right hand Bat,Right arm Medium,Wicketkeeper Batter,Wicketkeeper Batter,right,Right arm Medium,pace,keeper_batter,true,true,false,true,false,cricsheet_id
T Thushara,t thushara,b2ae53f5,cricketdata::player_meta,49677,Left hand Bat,Left arm Fast medium,Bowler,Bowler,left,Left arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
T Vijay,t vijay,51ec3919,cricketdata::player_meta,1292527,Right-hand bat,Right-arm offbreak,,,right,Right-arm offbreak,spin,unknown,false,true,true,false,false,cricsheet_id
TA Boult,ta boult,a818c1be,cricketdata::player_meta,277912,Right hand Bat,Left arm Fast medium,Bowler,Bowler,right,Left arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
Talat Ali,talat ali,1df4131e,cricketdata::player_meta,43273,Right hand Bat,Right arm Medium,,,right,Right arm Medium,pace,unknown,false,true,false,true,false,cricsheet_id
Tanay Thyagarajan,tanay thyagarajan,f1809c03,cricketdata::player_meta,1080008,Left hand Bat,Slow Left arm Orthodox,,,left,Slow Left arm Orthodox,spin,unknown,false,true,true,false,false,cricsheet_id
Tanush Kotian,tanush kotian,5724e517,cricketdata::player_meta,1125960,Right hand Bat,Right arm Offbreak,Bowling Allrounder,Bowling Allrounder,right,Right arm Offbreak,spin,bowling_all_rounder,false,true,true,false,false,cricsheet_id
Tapan Sharma,tapan sharma,b9aa2b6e,cricketdata::player_meta,390973,Right hand Bat,Right arm Medium,,,right,Right arm Medium,pace,unknown,false,true,false,true,false,cricsheet_id
TD Paine,td paine,5748e866,cricketdata::player_meta,7252,Right hand Bat,Right arm Medium,Wicketkeeper Batter,Wicketkeeper Batter,right,Right arm Medium,pace,keeper_batter,true,true,false,true,false,cricsheet_id
Tejas Baroka,tejas baroka,c28e9f12,cricketdata::player_meta,1082859,Right hand Bat,Legbreak Googly,Bowler,Bowler,right,Legbreak Googly,spin,bowler,false,true,true,false,false,cricsheet_id
TG Southee,tg southee,13c35c9e,cricketdata::player_meta,232364,Right hand Bat,Right arm Medium fast,Bowler,Bowler,right,Right arm Medium fast,pace,bowler,false,true,false,true,false,cricsheet_id
TH David,th david,f1f99156,cricketdata::player_meta,892749,Right hand Bat,Right arm Offbreak,Middle order Batter,Middle order Batter,right,Right arm Offbreak,spin,batter,false,true,true,false,false,cricsheet_id
TH Wijewardene,th wijewardene,6a6be119,cricketdata::player_meta,50987,Left hand Bat,Left arm Medium fast,,,left,Left arm Medium fast,pace,unknown,false,true,false,true,false,cricsheet_id
Tilak Varma,tilak varma,b0482a1d,cricketdata::player_meta,1170265,Left hand Bat,Right arm Offbreak,Batting Allrounder,Batting Allrounder,left,Right arm Offbreak,spin,batting_all_rounder,false,true,true,false,false,cricsheet_id
TK Curran,tk curran,e86754b2,cricketdata::player_meta,550235,Right hand Bat,Right arm Fast medium,Bowling Allrounder,Bowling Allrounder,right,Right arm Fast medium,pace,bowling_all_rounder,false,true,false,true,false,cricsheet_id
TL Seifert,tl seifert,4663bd23,cricketdata::player_meta,625964,Right hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,right,unknown,unknown,keeper_batter,true,false,false,false,false,cricsheet_id
TL Suman,tl suman,aaa1b522,cricketdata::player_meta,34281,Right hand Bat,Right arm Offbreak,Batter,Batter,right,Right arm Offbreak,spin,batter,false,true,true,false,false,cricsheet_id
TM Dilshan,tm dilshan,5bdcdb72,cricketdata::player_meta,48472,Right hand Bat,Right arm Offbreak,Allrounder,Allrounder,right,Right arm Offbreak,spin,all_rounder,false,true,true,false,false,cricsheet_id
